time,nnz,nrows
-1.872231303601018,6.243236537941076,5.788184639196546
-2.307480907357036,5.277815426570865,5.788184639196546
-1.8229601204580481,6.071602202099649,4.68828630932597
-2.5034799436329775,5.106996162711688,5.612093733787475
-2.154692928526563,6.03925941139737,5.612093733787475
-2.3455962592515296,5.232734438994105,4.387265215784176
-2.064932793573278,5.8287726438192555,4.387265215784176
-2.487864153484177,5.62222646081631,4.387265215784176
-1.4848722473800549,6.550358010360972,5.998115858013685
-1.7222647554540056,6.328369408612931,5.998115858013685
-2.0561786496436687,6.096221545138104,5.8731769760111225
-1.0212531233336564,7.184637495474118,5.856716809700761
-1.2551181842656265,7.000802702520415,5.68062555064508
-2.54141804638276,5.400684744041014,5.68062555064508
-1.27535963991495,7.006474599691659,5.68062555064508
-1.4023706212542337,6.88103639676077,5.55568681403678
-1.427232919743497,6.871083494833496,5.55568681403678
-2.564329195446114,5.451213648633878,5.55568681403678
-1.5004448749909276,6.873015849254453,5.55568681403678
-1.4673220431824192,6.880056345784872,5.55568681403678
-1.9463416035071952,6.149908508201996,4.822141916261777
-2.2426730690074765,5.3389642017363075,4.822141916261777
-2.3939208111520265,5.49718682915014,4.697203179653477
-2.5364518971479084,5.176395158840494,4.697203179653477
-1.2482137453252664,6.684154787155066,7.138741508644769
-1.045639764458843,6.895435806737166,7.013801720263333
-2.058660530343053,6.151982395457474,4.9504573511975085
-2.1166355762076363,5.9738779804406414,4.774363658267323
-1.6383571429553414,6.35620183515742,5.0424613130209766
-1.8509780586694544,6.293875007062688,5.0424613130209766
-2.346576180990234,5.376091297657667,4.741435255767935
-2.160784116830852,5.8954667467907464,4.741435255767935
-0.98348060142105,6.804758048668832,6.966622242548561
-1.6756455113074398,6.237935632679913,6.790531452480991
-1.4488819493576461,6.557228008804075,6.790531452480991
-0.1999210885865268,7.984458450832029,6.790531452480991
-1.7316279924358735,6.155232766359726,6.66559224688458
-1.6814942441645782,6.32712997530488,6.66559224688458
-1.3714394298175983,6.821819981068485,5.834704206060415
-1.7309963661193544,6.2329021300732705,5.2326454856268505
-2.3640841843244016,5.263074791651571,5.2326454856268505
-1.9144418617561925,6.129950777126989,5.2326454856268505
-0.6221275678837789,7.195764087115376,7.666996002899598
-0.6095630282397391,7.5407560502926385,7.666996002899598
-0.4884414791198784,7.227534500629918,7.666996002899598
-0.7962357415956288,7.248960959759684,7.542056954641242
-0.7465602188310883,7.291510927653112,7.542056954641242
-2.831019580916211,4.745426146748611,5.484251423492787
-1.792823592904838,6.456466243370284,5.484251423492787
-1.8404027320125915,6.449672746831172,5.484251423492787
-2.512967735485243,4.952724654891628,5.839763293323608
-1.0642313292932153,6.862415844464597,5.839763293323608
-2.679276423743414,4.74592536276065,5.663672662356227
-2.751391705080816,4.340285439470468,5.538733297659626
-2.82907561102505,4.395710709035136,5.538733297659626
-1.1607558181108266,6.8611315907047326,5.497710399302957
-1.2647109649707036,6.719075110307972,5.372772122900816
-2.4191001024200856,5.666074099515767,5.372772122900816
-1.4664795952827365,6.72215659440878,5.372772122900816
-2.234336659785796,5.593504267331692,5.141829027485504
-2.5512844070021363,5.052920839015765,5.141829027485504
-1.9292530569011324,6.29402730087062,5.016891335196992
-2.0579969103715565,6.2572104363295225,5.016891335196992
-2.472669182266429,5.490746240926608,5.016891335196992
-2.0900307319127336,6.023519952038574,5.016891335196992
-0.8566759921937408,7.3788592073199615,6.692217485154837
-1.2151823648327194,7.002787889065084,6.391187489490855
-2.3325993523908286,5.075079569694062,6.391187489490855
-1.2266436756108714,7.019627168996386,6.391187489490855
-1.1702390110729293,7.089679078264351,6.391187489490855
-1.3577967285768398,6.735686707719744,5.258500796089339
-1.9165403817522126,6.154509180210884,4.957473195297421
-2.0753558530733893,5.7656782387475545,4.78138193624174
-1.9165833875929077,6.088136088700551,4.78138193624174
-2.2147356700804544,5.780019037404752,4.65644319963344
-2.09311624037332,5.7842898438214805,4.65644319963344
-2.2301745773650246,5.76667899401153,4.65644319963344
-0.2381044718863949,8.122402666668153,7.224719481759858
-2.7258768032742244,4.008770449937752,6.747599003619292
-2.7202441076828356,4.41161970596323,6.747599003619292
-0.6607235042886644,7.645001527060308,6.747599003619292
-2.9511893193780363,3.9817280253616163,6.622659490431896
-0.7475426240554799,7.5197571363279065,6.622659490431896
-1.4556032571050357,6.581711919717455,6.318455693070882
-1.3727888371498105,6.709184281152305,6.318455693070882
-1.5203944615627414,6.550482738403664,6.318455693070882
-1.5935739433056535,6.31743231457484,6.1423644340152
-1.703745170561172,6.147326893479956,6.0174256974069005
-1.824378032447826,6.118337488299989,6.0174256974069005
-1.6572398850435983,6.106554640818622,6.0174256974069005
-1.7507796226018564,6.131291376823908,6.0174256974069005
-1.7195627755105256,6.083989673758174,6.0174256974069005
-1.726862091435639,6.119189882061167,6.0174256974069005
-1.886320645331883,6.037800865725402,6.0174256974069005
-1.3823078566473874,6.756502985333094,5.338293104398671
-1.8050141565741191,6.439236348731971,5.03726310873469
-3.235826857599183,3.9814108401658883,4.861175835513029
-1.9869225040485232,6.151593529383602,4.736237098904729
-2.4653635170884636,5.244195450912964,4.736237098904729
-2.057588116834975,6.117022582573523,4.736237098904729
-1.3840531030365233,6.833507280266352,5.2753136584852065
-3.128386205336263,4.499260825118054,5.2753136584852065
-1.390136774209555,6.833099917290328,5.2753136584852065
-1.525253579136803,6.656096284593668,5.099224703360698
-1.7120930671394625,6.52892826417795,4.974285966752398
-1.4178172793537211,6.569056559720859,5.348507356757861
-2.257251309055038,5.91083403209185,5.04747736109388
-2.427140010106688,5.585475393749923,4.7464473654298995
-2.1909630999549923,5.439689458354039,4.704510848901322
-1.7261286947971786,6.270121930269907,4.704510848901322
-1.6572063532833934,6.23555117102429,4.579577829439834
-2.7125655608796904,4.724824536653834,4.579577829439834
-1.4811966269345234,6.644930707913588,6.173113394096824
-1.0415708693027688,7.14575251886144,5.805366267184048
-1.355022078038814,6.833925720237819,5.504336271520066
-1.4176922730910584,6.663637802081688,5.328245012464385
-1.450551630280189,6.53711231968598,5.20330763556943
-2.6276883270190154,5.30941722577814,5.20330763556943
-1.7272141914386534,6.521045197542014,5.20330763556943
-2.686750929454291,5.187594037092599,5.20330763556943
-1.264586353630341,6.989900342419595,6.165879125251544
-1.7687241521948576,6.505352149623687,5.688756981275715
-1.7922525638329936,6.487946796672358,5.688756981275715
-1.891478949118358,6.376078509810195,5.563819133923581
-2.5649571434217795,5.112698820454912,5.563819133923581
-1.9514882798892905,6.3515798785030295,5.563819133923581
-1.042558897085449,7.047270972348938,5.741476213124624
-0.9698052146432488,7.036541069583503,5.565384954068943
-1.2636831920958913,6.8655268059287184,5.565384954068943
-0.9796428614033793,7.035041301256032,5.565384954068943
-1.4105329680070986,6.7169785752498035,5.440446217460643
-1.4711385537185226,6.682234454190169,5.440446217460643
-1.1143075305900174,6.917360545485849,5.440446217460643
-2.7518133193039427,4.759478979941317,5.440446217460643
-1.4347982025553174,6.745504967419558,5.440446217460643
0.06654581281525491,7.568712013616686,6.49809542134232
-0.2223955809596714,7.323349057711982,6.197065425678339
-0.2814061475140043,7.184097773313935,6.020974166622658
-0.26487956670192947,6.988798778157134,6.020974166622658
-0.5383919379740283,6.640350234381365,5.896035430014358
-1.8138972787836833,6.0199342375325955,5.896035430014358
-0.2667593878847928,7.751312213825309,8.029395953995316
-0.2712697220812476,8.075733047726265,8.029395953995316
-0.14162584384045668,7.757773973823313,8.029395953995316
-0.23157428886613635,7.240526784193943,7.853302665578324
-0.5851452640258461,7.53908237467925,7.728364334843045
-1.7189780018665783,6.247595241150637,4.827847250877119
-2.746088000316401,4.725674828273515,4.827847250877119
-1.9965567021404573,6.12127087494741,4.702912817985263
-1.9674537619080672,6.117012631087,4.702912817985263
-4.406204600484391,2.6954816764901977,5.598100776672218
-2.331150213848512,5.896656816876559,5.598100776672218
-1.7712712212175172,6.32284753308293,5.928502364256055
-1.2529604930718072,6.7824747741336475,5.752411105200373
-2.124049633173855,5.883732960119331,5.752411105200373
-2.188674382922652,5.55634713429541,5.752411105200373
-2.2534327404959575,5.318121793746842,5.627472368592073
-0.9337150829199368,6.832144719082156,5.952184392636674
-1.0362197256676347,7.006957821495034,5.952184392636674
-1.2489350159299248,6.518527100117336,5.7760928911601015
-1.2524903120804651,6.806468955082548,5.7760928911601015
-1.237079978669626,6.430961453354948,5.7760928911601015
-1.5497508916806388,6.626008616305837,5.7760928911601015
-1.4837754197902306,6.616031014266916,5.651154881814071
-1.6630102301044039,6.151896691120663,5.651154881814071
-2.828911564919881,5.301029995663981,5.342442421031837
-1.9709329262637965,6.372919363831149,5.342442421031837
-2.3843465896876372,5.8652935297674516,5.16635313594777
-2.5052347608778205,5.329047861766458,5.16635313594777
-2.444855955162477,5.681205044660711,5.16635313594777
-2.6102723549718765,5.301029995663981,5.041412425367856
-2.1844826852348214,5.959294736401947,5.817627501616344
-3.480149701642393,3.709354775834396,5.6926892056291845
-0.4657517240721493,7.54009411603491,6.601838444642984
-0.5853742266631029,7.415894411164765,6.300808448979002
-1.4519436481778298,6.487935500452155,6.300808448979002
-1.1500060023429737,6.8197051210025785,6.12471610363175
-1.698271352484102,6.138526894165859,6.12471610363175
-1.743960918255493,6.143049167522322,6.12471610363175
-0.7410874800049894,7.215087408350188,5.999778887830889
-1.501073598515221,6.340434199327797,5.999778887830889
-1.7085756451094762,6.190578195393231,5.999778887830889
-2.0587937739116757,5.694362979324643,5.255663194353216
-1.2773027474719434,6.7813690037757075,5.130726064793677
-1.8426097260206542,6.218913444743099,5.130726064793677
-2.228683026983304,5.30382867248313,5.130726064793677
-1.7635962718428344,5.955093856729314,6.059608851738971
-1.9616938514912485,6.068720049368127,6.059608851738971
-1.908607420310822,5.737491614362197,6.059608851738971
-1.756175969540968,5.451996626150171,6.059608851738971
-2.016434148503561,6.0775059853421505,6.059608851738971
-1.879399748714029,5.339997692513433,6.059608851738971
-2.0478102741379454,6.087334119694033,6.059608851738971
