time,nnz,nrows,ncols
-1.9377753746692945,6.143102275224489,5.998115858013685,5.998115858013685
-2.914991430024676,4.7347358404209245,4.741435255767935,4.741435255767935
-2.7187165875070343,4.848607809069783,4.704510848901322,4.704510848901322
-2.5598311077917435,5.177028323470961,4.704510848901322,4.704510848901322
-2.6884559220603856,4.724824536653834,4.579577829439834,4.579577829439834
-2.4908284037640613,5.2174128720289845,4.579577829439834,4.579577829439834
-2.166350009968141,6.05439470350755,5.16635313594777,5.16635313594777
-1.9186995092156092,6.0775059853421505,6.059608851738971,6.059608851738971
-3.0453248592858353,4.81646667680568,4.691541194015399,4.691541194015399
-2.1611798631933468,6.0582437647570915,5.2168491473545435,5.2168491473545435
-2.323885530892517,5.218511873072134,4.450972329938457,4.450972329938457
-1.8349605500745247,6.128444505370303,6.075170896671823,6.075170896671823
-2.6786522361970415,5.144069572559987,5.3593136362668385,5.3593136362668385
-2.513062549875355,5.473752574865016,4.583278141686502,4.583278141686502
-2.5305108252719237,5.433183981197315,5.698397226665415,5.698397226665415
-2.329890581364543,5.409381878689328,5.409385262692304,5.409385262692304
-2.3654391034550124,5.108351883025347,5.108355267028323,5.108355267028323
-2.4147457504515035,5.377411897109891,4.871485367346791,4.871485367346791
-2.514228902153602,5.562457032433532,5.862044869736075,5.862044869736075
-2.560697313006917,5.509966906716978,5.862044869736075,5.862044869736075
-2.16321777438324,5.855399208411535,4.580012112529424,4.580012112529424
-2.615340196414752,5.237752290155503,5.6931568931285925,5.6931568931285925
-2.6298830817516703,5.237752290155503,5.392126897464611,5.392126897464611
-2.3548735839767763,5.696338911742569,5.690241279755052,5.690241279755052
-2.8264990549866447,4.925533824229742,5.569838391356622,5.569838391356622
-2.8982082619875476,4.399137010338601,2.8055008581584002,2.8055008581584002
-4.076555464463445,3.1702617153949575,2.57978359661681,2.57978359661681
-3.3792062320101532,3.8063156698081135,4.133538908370218,4.133538908370218
-2.601664095261645,5.300958331161983,3.6769678142947586,3.6769678142947586
-2.0236316773722214,5.133701738272232,3.5009222391903005,3.5009222391903005
-2.56685766683636,3.0,3.5009222391903005,3.5009222391903005
-2.7686884562689835,5.1252046605475705,3.5009222391903005,3.5009222391903005
-2.5335342508627634,5.608045476613379,4.369864957856229,4.369864957856229
-2.224398288936145,5.950246040082861,4.748350856908215,4.748350856908215
-2.072838620868507,5.647216654349607,4.447328613526517,4.447328613526517
-2.499427365333027,5.177028323470961,4.704510848901322,4.704510848901322
-3.1253407898142056,4.4984621857062335,3.161966616364075,3.161966616364075
-2.6164126087173436,4.8127061821751855,3.0681858617461617,3.0681858617461617
-2.729714885259729,4.820628316834089,4.37502312898789,4.37502312898789
-2.1456714848002116,6.086487964240796,4.822141916261777,4.822141916261777
-2.012184527830132,5.712671584131202,4.604398872220019,4.604398872220019
-1.9326166536935943,5.162818218386899,4.303368876556037,4.303368876556037
