time,nnz
-1.83552222815304,6.0716095677046
-2.0951092579191237,5.232734438994105
-1.8949737696109903,6.071602202099649
-1.3197107291695367,6.565390861061288
-2.18162364743385,6.03925941139737
-2.1802152951798437,1.0413926851582251
-1.2455018279591623,6.0716095677046
-1.7399357707741774,6.017467416778099
-1.6800012744004769,4.934700401715425
-2.019130268439915,5.8287726438192555
-0.9252091498509611,7.072529285970885
-0.7884976824940431,6.747719356593716
-0.7050138136624103,6.550358010360972
-1.3197025683557266,5.320980825312335
-2.095701101278777,5.7540286140147705
-0.7557080317773628,7.489387477811953
-0.5766705529027023,7.184637495474118
-2.5579625898781364,5.451213648633878
-1.0288842572621497,7.184083561037425
-0.46079338144008464,7.006996285080661
-1.0152382759136516,5.441907126406881
-1.1508091577240342,7.000802702520415
-0.37685515964402994,6.88103639676077
-1.135986981848223,5.419298029391146
-2.576837715309121,5.356211397134524
-1.229365926364917,6.880056345784872
-1.7535408127805248,5.190398938561916
-1.9219385045416781,6.020265959466978
-0.5668448516313692,7.30158553713008
0.7546280902722656,8.76160763485473
0.7594850248855106,6.684154787155066
0.8287848831916478,8.62818655276955
-0.7513206592674073,7.054191576796431
-0.809435806382626,7.014121342041001
0.424630130172121,8.490099005063305
0.8307131015656114,6.4434319772936
0.6606406866670079,8.373656657697568
0.562081019871599,8.525140730149193
-0.9169419353089809,6.886262801776064
0.33602722543031105,8.370705491055691
-1.5518875702513228,6.455137338835561
-3.1032082165898696,4.02094105986232
-1.3800587442665457,5.975369762008421
-3.110596320311566,4.020692678682028
-1.2560647724387632,5.849043312910893
-3.114313181191345,4.021396056741971
-3.10629980895708,4.019905199804614
-1.4556330157868165,6.722136008121991
-1.1709510880315233,6.35620183515742
-1.0304815838788,6.126134655525693
-0.9997264806259599,5.971485521519712
-2.257022846845218,5.8954667467907464
0.1956450867818583,8.41794807625429
0.36626602248130125,8.062254730052665
0.4464672642677033,7.862084248645777
-0.24476944454041452,7.9257312257788755
-1.5233596306459856,6.461184773023747
-1.4513919539702544,6.557228008804075
-0.18478365001233266,7.984458450832029
0.49511815915978413,7.715078648952864
-0.23322960208858068,5.954886235608517
-0.3545620098682272,7.796731788445737
-0.1738014086054648,6.095845556689591
-1.6975024000360757,6.155232766359726
-1.0687883331941452,6.513350798805957
-2.1402566349953114,5.432945251769153
-1.5988287307025366,6.491739785689497
-0.9695784036280348,6.347739717920052
-1.4310172485795094,5.4447971293003805
-3.050027746065839,3.694166295933198
-0.8951681847770114,6.2329021300732705
-1.9503014172715398,6.136117842896476
-1.9416992708697,6.129950777126989
-2.746972315860304,4.238071206130559
-1.6070639868417225,6.239697295847479
-0.04807070897793001,8.172938445832253
0.10410112791815608,7.572854183623291
-0.38502162486351976,7.870126383224911
-0.4972820820340687,7.57245220107199
0.1829507692412975,7.195764087115376
-0.23392862471165343,7.5407560502926385
-0.47626783653565047,7.227534500629918
-0.5970734955799843,7.249875573174085
-0.277851639988837,7.25911823566792
-0.3623992093725996,7.2802163074193
-0.7434049126411125,7.0385009430766745
-0.7122452838727317,7.0307049436686775
-1.4169021573642955,6.9438549593159635
-1.5841189236367132,6.630217287776087
-1.5590138217724157,4.745426146748611
-1.7532110018790739,6.456466243370284
-1.900184741562515,6.449672746831172
-1.641471261541643,4.729788235181539
-2.8590522286573377,4.673831570744718
-2.8769556557928277,4.666948317840324
-0.8796761891434701,7.133267389460528
-0.7459452250649581,6.79358226448504
-2.4642148857180337,4.952724654891628
-0.6599506974506294,6.6386619420330275
-1.0351875974957805,4.624560532712514
-2.6344352715721957,4.683101096428065
-0.5948107861927693,6.494250629294585
-1.7596379879703126,6.4357631669770505
-2.7411544782337454,4.340285439470468
-2.755750100788022,4.43884284935915
-1.1414086693729726,6.6563282308751495
-0.531068095114869,7.583811796243284
-0.3687287653987897,7.2052260239806625
-1.0926880868472062,7.032058409405593
-0.30837222432593747,6.967910049307416
-0.789785851831951,6.8611315907047326
-1.2926393576614226,6.851394732470444
-0.26829602910998007,6.809622329325661
-0.9834638783304558,6.719075110307972
-2.1985153389985927,5.666074099515767
-1.2994295330761056,6.72215659440878
-1.0102103552972674,6.664246982821391
-1.6490913485901837,6.64950036542682
-0.9119809206761362,6.486834121324907
-1.5307038722253237,5.593504267331692
-2.522077487737395,5.052920839015765
-1.9788479277668265,6.0937752810372645
-1.7746596983475569,6.388017675369297
-0.8495905204387875,6.373864197941493
-1.5908973924166252,5.451190598500288
-1.7611914132937017,3.348694190265541
-0.047200778722575554,7.449994925476651
0.19456706452975897,7.274788042843148
-0.6120498681995293,6.829682569735276
-1.4533870161201896,6.393204798344513
-1.0185610569359826,6.362105319293773
-1.629150263768171,6.290321818876993
0.36310594833329624,7.039671843067696
-0.5479619614171464,6.755746072075661
-1.60907901652406,6.3369717792790885
-1.3154948492792005,6.056107914037038
-1.8088844776196935,5.981994282019835
-0.6048623956605307,7.664981194359035
-0.42896000743728263,7.314827508809301
-0.7981060430219704,7.3788592073199615
-0.34259417413867027,7.135224909268959
-0.7790372456739372,5.509629883649802
-1.051623226936275,7.155254030065438
-1.9473137515795258,5.91021232328148
-1.8328333649908897,5.954407509994327
-1.00587209486673,7.210826638678256
-0.28469041098981823,7.002787889065084
-1.0273385703207567,5.075079569694062
-0.9814118333985041,5.50390502767855
-2.1941845791926817,5.62905263772839
-2.1069726665001376,5.7553732226231284
-2.1102686985987154,5.7375369192333885
-1.0293407672895616,6.188695110765095
-0.9979722430834504,5.7740685716233955
-1.4359094316459862,6.089067492887238
-0.9827203519607266,5.640477461716696
-2.1059748569302603,5.645794502562946
-1.9738836621353661,5.802593130672504
-2.067682020743917,5.626750853683393
-2.212027600708392,5.76667899401153
-2.487399643093904,4.611107000988242
-0.4777501339389004,7.821083606507674
-0.47512505476555067,4.419575781062139
-0.645204151955304,7.645105767570476
-2.6020321973705176,4.41161970596323
-0.6427838570906192,4.20082314871093
-0.7528519405567546,7.520487462989813
-2.940186754790146,3.9817280253616163
-0.7199750930448698,7.5197571363279065
-2.760350222833338,4.184890082199722
-2.7300809702126623,4.163965982954884
-0.7445031673606685,7.520158509092311
-0.9837231586258605,7.096492890054361
-0.8393364253226865,6.581711919717455
-1.251980294719978,6.709184281152305
-1.2648875589301003,6.550482738403664
-0.7689001249921311,6.31743231457484
-0.7258883547346512,6.147326893479956
-1.4340919979462206,6.106554640818622
-1.4709612518561361,6.105367099490007
-1.676090251033928,6.119189882061167
-1.8509164330138654,6.037800865725402
-3.2408740395702487,3.7972675408307164
-1.7752339259520893,6.156373459732407
-2.023116996084509,6.117022582573523
-0.9898145696998846,7.135339409048808
-0.8331792856397341,6.833507280266352
-2.9505183785501976,4.499260825118054
-1.3056949627762815,6.833099917290328
-0.7251750510871237,6.6565025882360365
-1.2987680107951263,4.523954462257064
-1.6311554931741787,6.6559984849894285
-3.1208760098778527,4.475845452146163
-1.6746485621944538,6.656096284593668
-0.6489132852759327,6.530677287547219
-1.6079523361636963,4.621809598806646
-1.6635923045525867,6.52892826417795
-2.875913315860688,4.499467130989543
-1.6307655833931747,6.530143325939306
-2.921097515690555,4.4616935703412945
-1.674831336130252,6.5302893662722825
-1.388226788159084,6.569056559720859
-1.2188013096197872,6.085301283796108
-1.1785526361262464,5.7429347671863065
-1.6596153816298567,5.948467249196196
-1.1496601454165207,5.621794036507736
-2.117946440185611,5.648611731222632
-2.3280962318986447,5.583998590302091
-2.1559915435365933,5.583819722471852
-2.2113495043268925,5.640404906943879
-2.4698400178575293,4.659669047557445
-1.1963066814721137,6.86583153392886
-0.9829332547182099,6.63534700295239
-2.382135078139134,5.335253242603766
-1.6494438194933945,6.448281090506122
-0.8030697761500577,6.511824560207028
-1.5431285964701835,5.439689458354039
-1.7195855452715005,6.270121930269907
-2.7187165875070343,4.848607809069783
-2.5598311077917435,5.177028323470961
-1.6188957542148743,6.239049093140191
-0.7104890847908779,6.3842028278334615
-1.631748455272997,5.246535509028628
-1.513289056074234,6.23555117102429
-2.241287898747803,5.053896298796628
-2.694453027095139,4.699759701886097
-1.734232017811416,6.340027468282661
-1.7033370031504822,4.595518266671238
-0.8715651878014312,6.842719671148665
-1.9805222942367562,5.309387405613892
-0.7404371773854095,6.663637802081688
-1.6740924990603774,6.6554457911454445
-2.6205294998209085,5.201994891936794
-0.6685099428444197,6.53711231968598
-1.6071641650458572,5.226189902697263
-2.562309671978152,5.30941722577814
-1.7038944888662515,6.521045197542014
-2.645947292481365,5.187594037092599
-1.6569519907232997,6.52489958579859
-0.990842415743758,6.5106307882993075
-1.7338977169371717,6.505352149623687
-0.925724936910247,6.384301431909968
-1.6696998886772678,4.9622177560753045
-1.8416616360461995,6.376078509810195
-1.8724967410404554,6.3757166403655505
-1.803633110056057,6.3515798785030295
-0.46884309115623446,7.644454345897906
-0.3138787553837784,7.21249922542686
-0.781325353788905,7.221153321954705
-1.274890757321204,6.8655268059287184
-1.0168429863202388,7.035041301256032
-2.354950283179051,5.46301754858519
-1.1743382975652417,6.871326531960615
-0.2359502126081403,6.7169785752498035
-1.465030139134217,6.682234454190169
-0.7913920526338991,6.917360545485849
-2.5442098646520415,4.759478979941317
-1.4212118491294419,6.741081443986332
-1.360891192359128,6.515545350511058
-1.3306877692926333,6.702234887526455
-2.5423224361879964,4.876887246766067
0.07359372476704351,7.568712013616686
0.2546423211106581,7.323349057711982
