time,nnz,nrows,ncols
-0.6038477476303749,6.565847818673518,6.089905111439398,6.089905111439398
-0.4353386692285499,6.243038048686294,5.788184639196546,5.788184639196546
-1.5280983576287162,5.277815426570865,5.788184639196546,5.788184639196546
-0.9048515789271445,6.2405492482825995,5.788184639196546,5.788184639196546
-0.3711810758836494,5.9418516788597895,5.487155350825497,5.487155350825497
-1.5184026010457559,4.0712558776812955,5.487155350825497,5.487155350825497
-4.638272163982407,1.0413926851582251,5.487155350825497,5.487155350825497
-0.8593380014051997,4.929796852895271,5.487155350825497,5.487155350825497
-1.248898038044239,5.936680592100107,5.487155350825497,5.487155350825497
-3.0597595192007097,4.229169702539101,5.487155350825497,5.487155350825497
-1.8531497750178505,4.9422809523658415,5.487155350825497,5.487155350825497
-1.235041944875018,5.937962490238801,5.487155350825497,5.487155350825497
-1.836969887695564,4.961454317510085,5.487155350825497,5.487155350825497
-1.2317845611695233,5.890616602898749,5.487155350825497,5.487155350825497
-0.34406480884525487,5.624404836312229,5.186125355161516,5.186125355161516
-1.4831593391367546,4.578008509573256,5.186125355161516,5.186125355161516
-0.8592783190336338,0.9542425094393249,5.186125355161516,5.186125355161516
-4.642065152999546,0.6020599913279624,5.186125355161516,5.186125355161516
-1.2487509280564197,0.8450980400142568,5.186125355161516,5.186125355161516
-1.6828375069615094,4.63127123460121,5.186125355161516,5.186125355161516
-1.5306994503425269,5.618801963293236,5.186125355161516,5.186125355161516
-1.2300948985614735,4.070850253427573,5.186125355161516,5.186125355161516
-1.8364033556205148,0.3010299956639812,5.186125355161516,5.186125355161516
-1.1838170518890532,4.6262479544622765,5.186125355161516,5.186125355161516
-1.564267087515458,5.627811189744198,5.186125355161516,5.186125355161516
-2.9439760592327078,4.262996581601494,5.186125355161516,5.186125355161516
-4.718966632752273,0.6020599913279624,5.186125355161516,5.186125355161516
-2.1582714735102573,4.640471498767881,5.186125355161516,5.186125355161516
-1.5644072410794079,5.624873818512078,5.186125355161516,5.186125355161516
-3.0560595472606593,4.228964677405161,5.186125355161516,5.186125355161516
-4.721246399047171,0.6020599913279624,5.186125355161516,5.186125355161516
-2.152286094743467,4.642029018195423,5.186125355161516,5.186125355161516
-1.5520284289595607,5.6256529607401236,5.186125355161516,5.186125355161516
-2.948249528092656,4.233478391931892,5.186125355161516,5.186125355161516
-4.723538195826756,0.0,5.186125355161516,5.186125355161516
-2.1608344302198677,4.642266618902673,5.186125355161516,5.186125355161516
-1.5461482947381564,5.630872113055774,5.186125355161516,5.186125355161516
-3.644720929207867,3.5554572172046495,5.186125355161516,5.186125355161516
-2.162393887348714,4.6437782752633305,5.186125355161516,5.186125355161516
-1.53384443524779,5.638502235676254,5.186125355161516,5.186125355161516
-2.1503324888059487,4.687047135470828,5.186125355161516,5.186125355161516
-1.6076266903175709,5.467890638009944,5.186125355161516,5.186125355161516
-0.33167093673803305,5.337922261848265,4.885095359497535,4.885095359497535
-1.4797602121884172,3.595496221825574,4.885095359497535,4.885095359497535
-4.3448615651886175,0.8450980400142568,4.885095359497535,4.885095359497535
-3.0488466338976425,0.6020599913279624,4.885095359497535,4.885095359497535
-1.2299613955594744,0.47712125471966244,4.885095359497535,4.885095359497535
-2.478173085774573,4.324385356490427,4.885095359497535,4.885095359497535
-1.1832385213228465,2.972665592266111,4.885095359497535,4.885095359497535
-1.902655909512625,5.2998275082154525,4.885095359497535,4.885095359497535
-1.510813817432393,4.577457330653359,4.885095359497535,4.885095359497535
-2.935777941677015,1.6127838567197355,4.885095359497535,4.885095359497535
-4.661543506395395,0.6989700043360189,4.885095359497535,4.885095359497535
-4.655607726314889,0.6020599913279624,4.885095359497535,4.885095359497535
-4.653647025549361,0.6020599913279624,4.885095359497535,4.885095359497535
-3.0318566810802654,4.044696517110194,4.885095359497535,4.885095359497535
-2.1075786857927636,3.9847522781154137,4.885095359497535,4.885095359497535
-1.860747630810787,5.290700019552095,4.885095359497535,4.885095359497535
-3.1899409655299866,4.070333455853063,4.885095359497535,4.885095359497535
-1.5517467572142678,0.9030899869919435,4.885095359497535,4.885095359497535
-2.9412931416100823,0.9542425094393249,4.885095359497535,4.885095359497535
-3.623569048822121,0.0,4.885095359497535,4.885095359497535
-1.9877365915825842,4.335698551498222,4.885095359497535,4.885095359497535
-1.8810412222335662,5.319447528366077,4.885095359497535,4.885095359497535
-3.1775246221382103,4.069742076041645,4.885095359497535,4.885095359497535
-4.619788758288394,1.1139433523068367,4.885095359497535,4.885095359497535
-1.5335802450822016,0.3010299956639812,4.885095359497535,4.885095359497535
-1.5536989942680512,4.3144571227346775,4.885095359497535,4.885095359497535
-1.8771978104124176,5.322785576278346,4.885095359497535,4.885095359497535
-3.329541691557928,3.8761023213777936,4.885095359497535,4.885095359497535
-4.673664139071248,1.5797835966168101,4.885095359497535,4.885095359497535
-2.477864969007364,4.334936032690669,4.885095359497535,4.885095359497535
-1.8758904712245679,5.315220698207789,4.885095359497535,4.885095359497535
-2.947236822666953,4.261999948651827,4.885095359497535,4.885095359497535
-4.7447274948966935,0.6020599913279624,4.885095359497535,4.885095359497535
-4.7447274948966935,0.6020599913279624,4.885095359497535,4.885095359497535
-2.470143773633032,4.3439007122496065,4.885095359497535,4.885095359497535
-1.8864811273704871,5.30882043310996,4.885095359497535,4.885095359497535
-3.103138821558722,4.144823193989894,4.885095359497535,4.885095359497535
-4.627087997029894,2.0969100130080562,4.885095359497535,4.885095359497535
-2.4797182678325433,4.333507728917455,4.885095359497535,4.885095359497535
-1.8884249874449517,5.309621651764335,4.885095359497535,4.885095359497535
-3.064814291563825,4.224714304530398,4.885095359497535,4.885095359497535
-4.673664139071248,1.6020599913279623,4.885095359497535,4.885095359497535
-4.7447274948966935,0.6020599913279624,4.885095359497535,4.885095359497535
-2.4653660532627333,4.3483632843851865,4.885095359497535,4.885095359497535
-1.866870031850114,5.312441831499352,4.885095359497535,4.885095359497535
-3.195314123243574,4.060924369689481,4.885095359497535,4.885095359497535
-4.642065152999546,1.5563025007672873,4.885095359497535,4.885095359497535
-4.749579997691106,0.3010299956639812,4.885095359497535,4.885095359497535
-2.4677834091837116,4.3456481414878665,4.885095359497535,4.885095359497535
-1.8827519115396498,5.312811826212088,4.885095359497535,4.885095359497535
-2.9610303180357533,4.232386146131909,4.885095359497535,4.885095359497535
-4.749579997691106,0.6989700043360189,4.885095359497535,4.885095359497535
-4.721246399047171,0.0,4.885095359497535,4.885095359497535
-2.4761898240004823,4.336779832983642,4.885095359497535,4.885095359497535
-1.8691389643355654,5.318190681498899,4.885095359497535,4.885095359497535
-3.4278826811004226,3.7844746437625165,4.885095359497535,4.885095359497535
-4.747146969020107,0.0,4.885095359497535,4.885095359497535
-4.7447274948966935,0.6020599913279624,4.885095359497535,4.885095359497535
-2.472838152137003,4.335979142340353,4.885095359497535,4.885095359497535
-1.8710323843685381,5.328966421879876,4.885095359497535,4.885095359497535
-3.6487643101257046,3.5548524343720547,4.885095359497535,4.885095359497535
-2.464338847340557,4.349413526814732,4.885095359497535,4.885095359497535
-1.8661418747966654,5.333576233755914,4.885095359497535,4.885095359497535
-3.5520748759114324,3.6921416093667836,4.885095359497535,4.885095359497535
-4.747146969020107,0.6989700043360189,4.885095359497535,4.885095359497535
-2.4747828057897086,4.331589240955137,4.885095359497535,4.885095359497535
-1.8511753195514709,5.331481959518769,4.885095359497535,4.885095359497535
-3.5154610085678755,3.7420964023032446,4.885095359497535,4.885095359497535
